id	title	year	developer	region	publisher_tw	signals
cdg-3543	獵手2	1999	Sunstorm	null		
cdg-3544	獵手3	2000	Sunstorm	null		
cdg-3546	獵殺潛航2	2002	Ultimation	null		
cdg-3557	'玩具奇兵（Army Men: Toys in Space）'	1999	3DO	US		
cdg-3558	"玩具奇兵（Army Men: Sarge's Heroes）"	1999	3DO	US		
cdg-3561	玩具車之緊急出動	2000	Sandbox	null		
cdg-3562	玩玩總統	2000	甲尚	null	大宇	
cdg-3563	珍氏	1998	Origin Systems	US		
cdg-3564	現代大戰略2008	2008	SystemSoft	JP	光譜	
cdg-3565	現代大戰略	1996	SystemSoft	JP	大宇	
cdg-3569	瑪莉亞：假面人生	2000	Break	null	協和	
cdg-3571	罪3	1999	h.m.p	null	歡樂盒	
cdg-3577	羅德島戰記：灰色魔女	1998	Humming Bird	null	歡樂盒	
cdg-3578	羅馬：全軍破敵	2004	Creative Assembly	null	松崗	
cdg-3580	羅馬的榮耀	2006	Haemimont	null	光譜	
cdg-3582	鋼彈司令1	1998	FASA	null		
cdg-3583	鋼彈司令2	2001	FASA	null		
cdg-3584	鋼鐵天空下	1994	Revolution	null	第三波	
cdg-3586	鋼鐵意志	1995	Rainmaker	null		
cdg-3590	鋼鐵雄獅1	1994	NovaLogic	null	松崗	
cdg-3591	鋼鐵雄獅2	1997	NovaLogic	null	松崗	
cdg-3592	鋼鐵雄獅3	1999	NovaLogic	null		
cdg-3599	鐵卒之網路象棋	1997	捷友	TW		
cdg-3602	鐵甲英豪	1998	Family Production	null		
cdg-3604	鐵血悍將：鐵甲戰略	2001	Nikita	null		
cdg-3609	鑽地小精靈	1996	Pixel Painters	null		
cdg-3612	長諾中英打高手	1997	精懋	null	長諾	
cdg-3617	閻王令	2000	大點科技	null	第三波	
cdg-3621	馬場大亨2000	1999	旭力亞	null		
cdg-3623	馬鈴薯大兵	2000	Multi Space	null	華彩	
cdg-3626	駭客入侵1	2000	Ion Storm	null	第三波	
cdg-3628	騎士芭比	1998	Mattel	null		
cdg-3629	驚爆四川麻將	1999	新造科技	TW		
cdg-3630	驚爆實感賽車4	2000	Clever	null		
cdg-3631	驚爆實感賽車1	1995	Milestone	null		
cdg-3632	驚爆實感賽車2	1996	Milestone	null		
cdg-3633	驚爆實感越野賽車	1997	Milestone	null		
cdg-3634	驚爆風火輪	1998	Criterion	null	第三波	
cdg-3638	高爆極速飛車	1995	Bullfrog	GB		
cdg-3639	高盧英雄傳	1996	Infograms	null		
cdg-3647	鬥魚日記	2001	全景軟體	null		
cdg-3648	鬥龍骰	1997	Interplay Productions	US		
cdg-3649	鬼屋魔影：葛瑞絲之章	1993	Infograms	null		
cdg-3652	鬼屋魔影3	1995	Infogrames	FR	智冠	
cdg-3653	鬼屋魔影4：夢魘重返	2001	Darkworks	null	新天地	
cdg-3654	鬼屋魔影外傳：時光之門	1995	Infograms	null		
cdg-3658	鬼計神偷	2001	neo	null	英特衛	
cdg-3659	鬼馬卡車賽	2001	Iridon	null		
cdg-3668	魔城迷蹤1	1994	Andrew Spencer	null	松崗	
cdg-3669	魔城迷蹤2	1997	Andrew Spencer	null		
cdg-3672	魔域奇兵	1998	Phaestos	null	曉騰	
cdg-3675	魔域幻境之浴血戰場	1999	Epic MegaGames	null	第三波	
cdg-3676	魔域幻境之浴血戰場	2002	Epic MegaGames	null		
cdg-3679	魔域幻鬥	1997	華義	TW		
cdg-3680	魔域爭霸	2001	JoyMax	null	捷友	
cdg-3688	魔幻世紀	2006	Phenomic	null	松崗	
cdg-3692	魔影哈雷	1993	Infogrames	FR	智冠	
cdg-3696	魔戒1	1998	Arxel Tribe	null		
cdg-3697	魔戒2	2002	Arxel Tribe	null		
cdg-3703	魔戒首部曲	2002	Surreal	null	得利國際	
cdg-3709	魔法使與主人	2006	QuinRose	null	光譜	
cdg-3710	魔法公主	1999	美夢成真	TW		
cdg-3712	魔法哈利	2001	番茄電腦	null	智冠	
cdg-3718	魔法書之謎1	2000	Lexis Numerique	null	曉騰	
cdg-3719	魔法書之謎2：地球大進擊	2000	Lexis Numerique	null	曉騰	
cdg-3721	魔法氣泡（Puyo Puyo）	1996	Compile	null	微波	
cdg-3723	魔法門：星雲之劍	1995	Catware	null		
cdg-3728	魔法門4	1992	New World Computing	US	智冠	
cdg-3733	魔法門8：毀天滅地	2000	New World Computing	US		
cdg-3734	魔法門9	2002	New World Computing	US		
cdg-3736	魔法門之十字軍	1999	3DO	US		
cdg-3738	魔法門之英雄無敵2：王位爭奪戰	1996	New World Computing	US		
cdg-3740	魔法門之英雄無敵4	2002	New World Computing	US	英特衛	
cdg-3743	魔法門傳奇	2001	New World Computing	US	第三波	
cdg-3744	魔法門英雄誌	2000	New World Computing	US	第三波	
cdg-3745	魔法風雲會	1997	MicroProse	US	第三波	
cdg-3747	魔法風雲會：戰鬥巫師	1997	Acclaim	null		
cdg-3748	魔法飛毯1	1994	Bullfrog	GB		
cdg-3749	魔法飛毯2：冥界	1995	Bullfrog	GB		
cdg-3751	魔獸爭霸2：黑暗浪潮	1995	Blizzard	US		
cdg-3752	魔獸爭霸3：混亂之治	2002	Blizzard	US		
cdg-3753	魔由心生	2000	Gamesquad	null	晶合	
cdg-3754	魔界	1997	Psygnosis	null	松崗	
cdg-3759	魔界爭霸：惡靈軍	2000	L&K Logic	null	捷徑電腦	
cdg-3766	魔眼邪神	1996	KOEI	JP	第三波	
cdg-3774	魔術拼圖	1989	大宇	TW		
cdg-3775	魔豆闖天關	2000	友尚	null	大宇	
cdg-3779	魔鬼戰將1	1998	Eidos	GB		
cdg-3780	魔鬼戰將2	2001	Eidos	GB	第三波	
cdg-3783	魔鬼戰將	1999	Eidos	GB		
cdg-3786	魔鬼英豪	2000	Cinematix	null	第三波	
cdg-3789	歐洲城市賽車	2001	Davilex	null	意念數位	
cdg-3791	歐洲賽車手	1993	FLOYDESIGN	null		
cdg-3793	歡樂五子棋	1997	世紀鼎點	null		
cdg-3795	歡樂大航海	1998	立體派	null		
cdg-3796	歡樂大飛車	1997	Unique	null		
cdg-3799	歡樂幼兒園	1998	FunnyBone	null	草莓	
cdg-3804	歡樂綜藝王	1999	岡業	null		
cdg-3805	歡樂跳棋	1998	不明	null		
cdg-3806	歡樂酒吧	1989	Accolade	null	精訊	
cdg-3815	龍劍客1：傳奇的開始	1994	Cryo	FR		
cdg-3816	龍劍客2：龍人之心	1996	Cryo	FR	第三波	
cdg-3817	龍召還娘1	1996	Gimmick House	null	歡樂盒	
cdg-3818	龍召還娘2	1999	Gimmick House	null	歡樂盒	
cdg-3820	龍戰士3	2001	Capcom	JP	大新	
cdg-3821	龍戰士4	2003	Capcom	JP	第三波	
cdg-3822	龍槍英雄傳	2002	G2G	null	依星	
cdg-3835	金瓶梅	1997	null	CN		
cdg-3845	打磚塊	null	null	CN		
cdg-3850	蕩魔平妖誌	1991	null	null		
cdg-3856	富貴列車	1996	null	null		
cdg-3867	甲A風雲	1995	null	null		
cdg-3876	龍霸天下	1998	null	null		
cdg-3887	碰碰球	1996	null	null		
cdg-3892	日蝕	1995	null	null		
cdg-3899	十面埋伏	1994	null	null		
cdg-3909	天使Q女學院	1997	null	null		
cdg-3910	天旋地轉	null	null	CN		
cdg-3913	伍子胥	1996	null	null		
cdg-3925	妖擊隊	1994	null	null		
cdg-3935	侏羅紀公園	null	null	CN		
cdg-3936	諸神封印	1997	null	null		
cdg-3937	主題公園	1996	null	null		
cdg-3943	上古戰爭藝術：空戰篇	1992	null	null		
cdg-4026	主題醫院	1997	null	null		
cdg-4027	大地傳說：黑暗王座	1994	null	null		
cdg-4028	中關村啟示錄	1996	null	null		
cdg-4031	七顆龍珠	1994	null	null		
cdg-4034	亂世英傑2-徳川家康	1997	null	null		
cdg-4035	佳兒成龍記	1997	null	null		
cdg-4037	原星	1995	null	null		
cdg-4044	德魯依教徒：天人交戰	1996	null	null		
cdg-4046	戰區88	1998	null	null		
cdg-4049	拳形巖	1990	null	null		
cdg-4052	提督之決斷2	1996	null	null		
cdg-4054	最長的一日	1994	Impressions	GB	松崗	
cdg-4055	格鬥美少女	1997	null	null		
cdg-4059	狗子阿利	1998	null	null		
cdg-4062	精武戰警	1996	null	null		
cdg-4063	紅樓夢風月寶鑑	1996	null	null		
cdg-4068	血獅：保衛中國	1997	null	null		
cdg-4072	金剛大冒險	1996	null	null		
cdg-4081	魔眼邪神：賽爾特傳說	1996	null	null		
cdg-4084	特級大師	1989	null	null		
cdg-4088	魔法門4+5整合版 決戰星雲世界	1993	null	null		
cdg-4098	大地雄師：超空霸傳	1997	null	null		
cdg-4099	移民計劃	1997	null	null		
cdg-4100	魔法門英雄無敵2 延續的戰爭	1997	null	null		
cdg-4101	魔法門英雄無敵2 忠誠的代價	1997	null	null		
cdg-4115	大戰略2	1993	null	null		
cdg-4118	帝國的光榮2	1993	null	null		
cdg-4119	瘋狂大賽馬	1993	null	null		
cdg-4120	地獄之吼	1994	null	null		
cdg-4124	異形殺手	1994	null	null		
cdg-4126	機甲獵人	1995	null	null		
cdg-4127	烽火沙丘	1995	null	null		
cdg-4128	終極機甲戰士	1995	null	null		
cdg-4131	鐵血聯盟	1995	null	null		
cdg-4132	魔石英雄傳說2	1995	null	null		
cdg-4133	中國民航	1996	null	null		
cdg-4134	中國球王	1996	null	null		
cdg-4146	神龍少年	1997	null	null		
cdg-4149	英雄戰記	1997	null	null		
cdg-4151	銀河守衛團	1998	null	null		
cdg-4152	天使們的午後 合集2	1996	null	null		
cdg-4157	龍穴歷險記	1991	null	null		
cdg-4158	殺出機械城	1990	null	null		
cdg-4160	藝妓	1991	null	null		
cdg-4162	幽靈館	1989	null	null		
cdg-4164	真人快打	1994	null	null		
cdg-4170	魔動王子	1994	null	null		
cdg-4172	搖滾霹靂彈	1993	null	null		
cdg-4175	Tyrian戰機	1995	null	null		
cdg-4177	國王密使：皇冠探求	1987	null	null		
cdg-4184	寶裡寶氣寶騎士	1993	null	null		
cdg-4185	宇宙殖民區	1988	null	null		
cdg-4190	魔法之燭2	1991	null	null		
cdg-4193	巫域之心	1990	null	null		
cdg-4196	電子魚	1993	null	null		
cdg-4200	電視大亨	1991	null	null		
cdg-4206	亞拉崗之劍	1989	null	null		
cdg-4207	SD祖魯戰記	1990	null	null		
cdg-4208	天龍特攻隊	1990	null	null		
cdg-4210	失落的海軍上將	1991	null	null		
cdg-4211	魚叉	1989	null	null		
cdg-4212	成吉思汗3	null	null	null		
cdg-4214	接龍777	null	null	null		
cdg-4216	粉紅頑皮豹	null	null	null		
cdg-4219	GP3 F1賽車 世界冠軍賽	null	null	null	皇統光碟	
cdg-4220	深海奇兵	null	null	null		
cdg-4221	旦旦超人	null	null	null		
cdg-4222	卡通畫家	null	null	null		
cdg-4225	壞蟑螂	null	null	null		
cdg-4226	夢幻天使餐廳	null	null	null		
cdg-4229	巴拉拉狂想曲	null	null	null		
cdg-4231	廢土	null	null	null		
cdg-4232	感官足球	null	null	null		
cdg-4233	感官世界足球95	null	null	null		
cdg-4235	星際大戰 絕地武士2：絕地浪子	null	null	null		
cdg-4236	星際大戰首部曲：威脅潛伏	null	null	null		
cdg-4238	暗影戰士	null	null	null		
cdg-4239	辛迪加	null	null	null		
cdg-4251	小兵立大功2	null	null	null		
cdg-4253	爆走卡車之橫越美洲	null	null	null		
cdg-4259	真人快打2	null	null	null		
cdg-4260	真人快打3	null	null	null		
cdg-4264	網路奇兵2	null	null	null		
cdg-4268	銀河霸主	1994	null	null		
cdg-4270	雷霆任務	null	null	null		
cdg-4273	魔域悍將	null	null	null		
cdg-4275	魔法之燭	1989	null	null		
cdg-4278	黑暗紀元	1992	null	null		
cdg-4281	棒！辣妹三合一益智王	null	null	null		
cdg-4285	火線天使 JetGirl	null	null	null		
cdg-4288	決戰e魔 Little Red Devil e-Mail	null	null	null		
cdg-4292	諜報特勤組	1998	Cryo	FR	第三波	
cdg-4295	遊戲輕鬆打	null	null	null		
cdg-4298	不可思議的任務	null	null	null		
cdg-4299	卡拉漢時空沙龍	null	null	null		
cdg-4300	卡門世界之旅	null	null	null		
cdg-4301	卡門時空之旅	null	null	null		
cdg-4302	卡門美國之旅	null	null	null		
cdg-4303	卡門美國時空之旅	null	null	null		
cdg-4305	好朋友一起走：中英雙語	null	null	null		
cdg-4306	幻境工作室	null	null	null		
cdg-4308	當白雪公主遇上小紅帽	null	null	null		
cdg-4309	美女寶石陣	null	null	null		
cdg-4310	花語：花天神語繪圖系列之一	null	null	null		
cdg-4311	遊戲威龍 Part1+Part2	null	null	null		
cdg-4312	遊戲駭客族	null	null	null		
cdg-4313	鐵血聯盟：死亡遊戲	null	null	null		
cdg-4314	B傳說：戰鬥彈珠人	null	null	null		
cdg-4315	D的事件簿	null	null	null		
cdg-4317	精靈夜想曲	null	null	null		
cdg-4318	諾曼地：最長的一日	null	null	null		
cdg-4319	靈幻宅急便	null	null	null		
cdg-4320	神秘之旅	null	null	null		
cdg-4323	爆爆超人兵團	null	null	null		
cdg-4326	搞怪小站	null	null	null		
cdg-4327	企鵝闖天關	null	null	null		
cdg-4328	新．乞丐王子	null	null	null		
cdg-4329	機智冒險大闖關	null	null	null		
cdg-4330	幕府將軍：蒙古入侵	null	null	null		
cdg-4332	異軍突起	null	null	null		
cdg-4333	征服Honey	null	null	null		
cdg-4334	風天翔	null	null	null		
cdg-4336	經營大台灣	null	null	null		
cdg-4337	柏青哥俱樂部	null	null	null	柏青哥俱樂部	
cdg-4340	西伯利亞	null	null	null		
cdg-4342	復活邪神2	null	null	null		
cdg-4344	神指阿土巴	null	null	null		
cdg-4345	攔截歷史檔案	null	null	null		
cdg-4346	星際大戰：火星戰役	null	null	null		
cdg-4347	亞瑟王的魔術城堡	null	null	null		
cdg-4348	孤島漂流記	null	null	null		
cdg-4349	XATAX戰機	null	null	null		
cdg-4350	世界童話精選：童話小精靈	null	null	null		
cdg-4351	仙境傳奇1	null	null	null		
cdg-4352	仙境傳奇2：亡者之手	null	null	null		
cdg-4360	原振俠傳奇	null	null	null		
cdg-4361	原罪	null	null	null		
cdg-4362	雙子星傳奇2	null	null	null		
cdg-4363	雙子星傳奇／大小不良	null	null	null		
cdg-4365	合金裝備2	null	null	null		
cdg-4366	吉安娜姐妹	null	null	null		
cdg-4370	聖誕小旅鼠	null	null	null		
cdg-4372	大航海世紀	1991	null	null		
cdg-4374	女強人亞紀子	null	null	null		
cdg-4375	完美將軍2	null	null	null		
cdg-4376	小飛弟呼叫太陽系	null	null	null		
cdg-4377	小飛弟重返侏儸紀	null	null	null		
cdg-4378	蜘蛛恐懼症	null	null	null		
cdg-4380	巫師學校1：追女記	null	null	null		
cdg-4381	巫師學校2：入學記	null	null	null		
cdg-4382	巫師學校3：春假	null	null	null		
cdg-4384	異形三部曲	null	null	null		
cdg-4385	微軟太空模擬	null	null	null		
cdg-4388	摩登家族：米路歷險	null	null	null		
cdg-4389	史卡尼賽車	null	null	null		
cdg-4392	無悔的十字軍	null	null	null		
cdg-4393	無悔的十字軍2	null	null	null		
cdg-4394	明星麻將	null	null	null		
cdg-4397	智力大考驗	null	null	null		
cdg-4398	機甲戰士2：熊魂遺跡	null	null	null		
cdg-4399	棋侶-2001中國象棋個人賽-典藏版	null	null	null		
cdg-4400	棋侶：兒童圍棋學苑	null	null	null		
cdg-4401	棋侶：初段手談	null	null	null		
cdg-4402	棋侶：猴賽擂圍棋對弈	null	null	null		
cdg-4403	棋侶：象棋路邊攤	null	null	null		
cdg-4404	棋侶：象棋追擊戰	null	null	null		
cdg-4406	永遠的蝙蝠俠	null	null	null		
cdg-4409	海姆達	null	null	null		
cdg-4410	海姆達2	null	null	null		
cdg-4411	海底大戰爭	null	null	null		
cdg-4414	獵殺紅色十月	null	null	null		
cdg-4415	瘋狂星球	null	null	null		
cdg-4418	科曼奇2	null	null	null		
cdg-4419	秘境神話	null	null	null		
cdg-4420	童話短路	null	null	null		
cdg-4421	系統震盪	null	null	null		
cdg-4422	罪 3D	null	null	null		
cdg-4423	美國城市賽車	null	null	null		
cdg-4424	美少女超級麻將	null	null	null		
cdg-4425	聰明小子	null	null	null		
cdg-4426	肯恩迷宮	null	null	null		
cdg-4427	荷蘭人的失落之礦	null	null	null		
cdg-4428	藍冰	null	null	null		
cdg-4429	藍色馬克斯	null	null	null		
cdg-4432	警察故事3	null	null	null		
cdg-4433	象棋世家V5	null	null	null		
cdg-4434	速度球	null	null	null		
cdg-4435	速度球2	null	null	null		
cdg-4436	遊戲剋星2	null	null	null		
cdg-4439	鐵道夢想家	null	null	null		
cdg-4440	銀多瑞傳奇	null	null	null		
cdg-4441	銀多瑞傳奇2	null	null	null		
cdg-4442	銀多瑞傳奇3	null	null	null		
cdg-4443	銀河霸主2	null	null	null		
cdg-4444	阿爾比恩	null	null	null		
cdg-4447	瑪利歐不見了	null	null	null		
cdg-4449	魔域傳奇：史特卡的財寶	null	null	null		
cdg-4450	魔域傳奇：石之預言者	null	null	null		
cdg-4451	巫師西蒙	null	null	null		
cdg-4452	龐克雙鱷	null	null	null		
cdg-4453	龍穴歷險記2	null	null	null		
cdg-4454	1830鐵路公爵	null	null	null		
cdg-4455	'1869'	null	null	null		
cdg-4456	4D網球	null	null	null		
cdg-4458	A320空中巴士	null	null	null		
cdg-4459	Boppin'	null	null	null		
cdg-4461	FIFA足球1996	null	null	null		
cdg-4462	FIFA足球97	null	null	null		
cdg-4463	NBA嘉年華	null	null	null		
cdg-4464	Su-27側翼戰機	null	null	null		
cdg-4465	下級生（日）	null	null	null		
cdg-4466	亞馬遜女皇之旅	null	null	null		
cdg-4467	奧勒岡之旅	null	null	null		
cdg-4469	切克斯歷險記	null	null	null		
cdg-4470	切克斯歷險記2	null	null	null		
cdg-4471	卡門太空之旅	null	null	null		
cdg-4472	混沌引擎	null	null	null		
cdg-4473	尋找激流博士	null	null	null		
cdg-4474	小朋友齊打交	null	null	null		
cdg-4475	巨窟文字冒險	null	null	null		
cdg-4476	開球96	null	null	null		
cdg-4477	開球97	null	null	null		
cdg-4478	開膛手傑克	null	null	null		
cdg-4479	指揮官基恩 1	null	null	null		
cdg-4480	指揮官基恩 2	null	null	null		
cdg-4481	指揮官基恩 3	null	null	null		
cdg-4482	指揮官基恩：基恩之夢	null	null	null		
cdg-4483	指揮官基恩 4	null	null	null		
cdg-4484	指揮官基恩 5	null	null	null		
cdg-4485	指揮官基恩 6	null	null	null		
cdg-4486	指環王	null	null	null		
cdg-4487	指環王2	null	null	null		
cdg-4488	星際大戰：黑暗原力	null	null	null		
cdg-4489	星際大戰：反抗軍突擊	null	null	null		
cdg-4490	月亮石騎士	null	null	null		
cdg-4491	月球巡邏	null	null	null		
cdg-4492	機甲爭霸戰2：傭兵	null	null	null		
cdg-4493	死亡之門	null	null	null		
cdg-4494	特警判官	null	null	null		
cdg-4495	獅子王	null	null	null		
cdg-4496	獵戶座陰謀	null	null	null		
cdg-4497	真實足球	null	null	null		
cdg-4498	真實足球俱樂部版	null	null	null		
cdg-4499	第一武士	null	null	null		
cdg-4500	艾薇拉：街機版	null	null	null		
cdg-4501	蓮花賽車：終極挑戰	null	null	null		
cdg-4502	藍精靈	null	null	null		
cdg-4503	蝙蝠俠歸來	null	null	null		
cdg-4505	血與魔法	null	null	null		
cdg-4506	詹姆斯龐德2	null	null	null		
cdg-4507	誰陷害了兔子羅傑	null	null	null		
cdg-4508	辛普森家庭	null	null	null		
cdg-4509	辛普森大戰外星人	null	null	null		
cdg-4510	辛普森小丑屋	null	null	null		
cdg-4511	辛迪加戰爭	null	null	null		
cdg-4512	逃離腦博士的城堡	null	null	null		
cdg-4513	鐵鉤船長	null	null	null		
cdg-4514	雨果的恐怖之屋1	null	null	null		
cdg-4515	雨果的恐怖之屋2	null	null	null		
cdg-4516	雨果的恐怖之屋3	null	null	null		
cdg-4828	勇者之光	2001	NEC Interchannel	JP	協和	
cdg-4829	鬼妮	null	null	null	協和	
cdg-4830	小郵差加奈	2001	INTERLEX	JP	協和	
cdg-4831	人偶情緣	2000	Microcabin	JP	協和	
cdg-4832	人偶情緣2	2000	Microcabin	JP	協和	
cdg-4833	失落的羽翼	2001	Exe Create	JP	協和	
cdg-4834	聖界的奇蹟	2002	Exe Create	JP	光譜	
cdg-4835	緋蒼幻想曲	2003	Exe Create	JP	光譜	
cdg-5109	台灣爆笑麻將	null	null	null	會宇	
cdg-5121	小情人	null	null	null	第三波	
cdg-5133	台灣大富翁	null	null	null	智冠	
cdg-5134	勁爆台灣十六張麻將	null	null	null		
cdg-5136	荷花仙子	null	null	null		
cdg-5147	神秘的世界	null	null	null	富峰群	
cdg-5157	中國陸軍棋	null	晟業	TW		
cdg-5158	企鵝瑪力歐	null	尼奧	TW		
cdg-5163	雀王傳2：誘惑麻將	null	京群	TW		
cdg-5167	淘氣貝克	null	冠捷	TW		
cdg-5168	雞蛋糕啪啪走：勇敢向前衝	null	冠捷	TW		
cdg-5169	創業大富翁	null	昱光	TW		
cdg-5170	裝甲戰士	null	鄉根	TW		
cdg-5171	賽車總冠軍GO！	null	鄉根	TW		
cdg-5172	IQ爭霸	null	藍海豚	TW		
cdg-5173	殭屍宅急便	null	怪獸蛋	TW		
cdg-5223	倉庫工人	null	洛凡妮莎工作室	TW		
cdg-5246	勁爆美國職棒	null	null	null	第三波	
cdg-5247	海底英雄	null	null	null	第三波	
cdg-5248	夢魘	null	null	null	第三波	
cdg-5252	大君主戰役	null	null	null	第三波	
cdg-5254	鐵血殺手	null	null	null	第三波	
cdg-5258	Wild Blue Yonder	1994	Digital Ranch	US	第三波	
cdg-5259	Wild Blue Yonder II	1995	Digital Ranch	US	第三波	
cdg-5267	南北戰爭	null	null	null	第三波	
cdg-5270	狂飆武士	null	null	null	第三波	
cdg-5271	星戰風雲	null	null	null	第三波	
cdg-5275	星艦傳奇	1993	Third Millennium Software	GB	第三波	
cdg-5276	謀略王子	1995	Holistic Design	US	第三波	
cdg-5277	比薩大亨	1994	Cybernetic Corporation	DE	第三波	
cdg-5278	齊柏林飛船	1994	Ikarion	DE	第三波	
cdg-5280	Nerves of Steel	1995	Rainmaker Software	US	第三波	
cdg-5281	Harvester	1996	DigiFX Interactive	US	第三波	
cdg-5282	Top Gun	1996	Spectrum HoloByte	US	第三波	
cdg-5284	1942太平洋空戰（光碟黃金版）	1994	MicroProse	US	第三波	
cdg-5287	跳躍小頑童	null	null	null	第三波	
cdg-5298	武士戰弈	null	null	null	第三波	
cdg-5299	魔法王國	null	null	null		
cdg-5301	帝國生死鬥	null	null	null	松崗	
cdg-5305	短路小旅鼠	null	null	null	新世界軟體	
cdg-5306	火爆摔角	null	null	null	新世紀多媒體	
cdg-5326	中華VR職棒98	1998	世紀縱橫	TW	世紀縱橫	
cdg-5327	拿破崙戰記	null	null	null	電腦休閒世界	
cdg-5330	除魔守護神	1999	YOXI工作室	TW	軟體世界	
cdg-5338	福爾摩莎和他的狗	null	光譜	TW	第三波	
